"Class","PCA dimension 0","PCA dimension 1","PCA dimension 2","PCA dimension 3","PCA dimension 4","PCA dimension 5","PCA dimension 6","PCA dimension 7","PCA dimension 8","PCA dimension 9","PCA dimension 10","PCA dimension 11","PCA dimension 12","PCA dimension 13","PCA dimension 14","PCA dimension 15","PCA dimension 16","PCA dimension 17","PCA dimension 18","PCA dimension 19","PCA dimension 20","PCA dimension 21","PCA dimension 22","PCA dimension 23","PCA dimension 24","PCA dimension 25","PCA dimension 26","PCA dimension 27","PCA dimension 28","PCA dimension 29","PCA dimension 30","PCA dimension 31","PCA dimension 32","PCA dimension 33","PCA dimension 34","PCA dimension 35","PCA dimension 36","PCA dimension 37","PCA dimension 38","PCA dimension 39","PCA dimension 40","PCA dimension 41","PCA dimension 42","PCA dimension 43","PCA dimension 44","PCA dimension 45","PCA dimension 46","PCA dimension 47","PCA dimension 48","PCA dimension 49","PCA dimension 50","PCA dimension 51","PCA dimension 52","PCA dimension 53","PCA dimension 54","PCA dimension 55","PCA dimension 56","PCA dimension 57","PCA dimension 58","PCA dimension 59","PCA dimension 60","PCA dimension 61","PCA dimension 62","PCA dimension 63","PCA dimension 64","PCA dimension 65","PCA dimension 66","PCA dimension 67","PCA dimension 68","PCA dimension 69","PCA dimension 70","PCA dimension 71","PCA dimension 72","PCA dimension 73","PCA dimension 74","PCA dimension 75","PCA dimension 76","PCA dimension 77","PCA dimension 78","PCA dimension 79","PCA dimension 80","PCA dimension 81","PCA dimension 82","PCA dimension 83","PCA dimension 84","Cluster"
"T",0.17280608665778655,1.00926021159378,0.5849974368693749,-1.1071074611458043,0.5837019998679506,1.0118956151637521,-1.1841968687429474,0.19079230665440833,0.5896781035658021,0.06325953395039287,0.2727821485567991,-0.12856015593444692,0.8728195495232811,-0.6720268700724528,-1.2755579088981683,-0.6013557858744673,1.4146723060654618,0.2364345881098811,0.9644624093033694,0.7256959424956747,-0.1640635803504664,0.7349361143421954,0.520994082165198,0.8255682501835976,0.1556988842698158,-0.044947515615346295,-0.18203206088123738,0.4260622144202984,1.0123554209452137,0.17453552576515424,0.02298201546394177,0.27211525298725947,0.07969534952027951,-0.02804072640398793,1.0789598676453722,-0.4223997984666223,-0.1283311207760161,0.29121951934002116,0.3637589457286277,-0.4502543129487842,-0.8688804511808363,-0.2408995188424339,0.09444865762266565,0.2481763926320601,0.5396032761094759,-0.4403192835326411,-0.09826194796356129,-0.7511782274508593,-0.6612027967637102,-0.6690855026804877,-0.22862208518703625,-0.001049859975780742,-0.7830192183690727,0.2703084180301925,0.34456902712833737,-0.16739538302239304,0.11523741253341652,-0.006825501421539705,0.30547627885711925,-0.09299341577289572,-0.14396215081482952,-0.13474288983571026,0.27731724316636164,0.12863553484262147,-0.19042841025581894,0.294330930618558,0.20102114085724584,0.7210005758785372,0.5234755598920071,0.4459676540722032,-0.4808230861108276,0.036822681054062445,-0.12197825166349768,-0.0727840923069735,0.02332977578172121,0.025116050007962867,0.2669378268289157,-0.08007447590291364,-0.28443474239571437,0.13594337180307736,0.3704395624240869,-0.0941798985485401,0.15485681957360328,0.1766642658211628,-0.029294205841466178,"cluster_0"
"F",-1.2846370349848781,-2.0796280262864397,-0.9034508915995666,0.08304370746290887,-0.6103374264544965,-0.20201888634367915,0.16472096608219242,-0.5598568028756733,0.6991336290166775,-0.7209727507122481,0.6329020841088555,1.5348409110316916,-1.4830685789756681,0.21856367471974944,-1.0437086612100757,0.05597955788220847,-0.24053199135601644,1.6398920845442007,0.0597793714525376,0.5835132410301643,-0.41815076678792146,-0.0409531042026339,0.3832585115331635,-0.29953914036890433,0.5506703049687489,0.4717778104874669,0.8247102825597018,0.4734886088231441,0.6466218147817094,-0.5133272206955042,0.9820793899887154,0.21958190308374778,-0.39073960541389297,-0.0625019444559582,-0.4572156225087782,0.3571416052284907,0.09219532087633978,0.06226959096092311,-0.24451369419995392,0.13764664810718646,-0.0777400750796508,0.12449726340258598,0.28670460487314975,-0.04768045458521755,-0.3978272530899514,-0.2666377158715509,0.16960248809856007,0.17169585213740202,-0.13723595573550704,0.3686956511304926,0.38123914313119783,0.37106686421719903,-0.44318268410934797,-0.5946907026845625,0.3585530411079261,-0.08297775882954374,0.031078660095814475,-0.17381417158603119,0.06396311357448045,0.042945917078476795,0.2780942295864734,0.04144143901023622,-0.3236051297316109,0.7464995582615099,-0.13814011481620603,0.2737663045537716,-0.38059072479035777,-0.23515285590339602,-0.6152292189684029,0.35521479591615324,-0.11600855200457526,-0.2335000088585424,0.31171194515494116,-0.10772926146691589,0.3435407267247122,-0.39058036068532503,0.2591918863503255,0.18143542186976597,-0.0368864983206354,-0.4677267783022089,0.43093623212939863,-0.24997651025302048,-0.16225214421857717,0.29369459704604833,-0.05551417697286065,"cluster_1"
"F",0.9078535579617821,-2.7127777577226935,-0.03274054288995234,1.22199583780958,-0.7904913449266544,-0.014811976181738785,-0.9415867488500591,0.3259166444977948,0.2552396989201551,0.39872171859254135,-0.2315737007931844,0.8633426281022146,0.9455190510709778,-0.10572367942073477,-0.23978325643885443,-0.4355474527343732,-0.06681079080998065,0.3622519382182633,0.38783234453116583,1.0273983711950694,-0.5311028048164813,-0.25612103804411873,-1.4317066404933205,0.4694550064464064,-0.41805318461882235,-0.41304946993656966,0.1147756282298954,-0.10812774308453497,0.4340163908951438,-0.6659865135201815,0.8427942095482209,0.07975374658468835,0.7409406235777517,-0.4182408737566346,-0.4081148738742522,-0.1359753919200071,-0.05299354976143198,0.38700480924213815,-0.19471725009829488,0.12923126393472673,0.3429065103293779,-0.5703277629730585,0.5060883615205547,0.6692738434795411,0.055868801664179846,-0.551423261130131,0.1738266662073659,-0.7100967716075123,0.06607202242267429,0.3618961154873005,0.23280960679019122,-0.24916689899142136,0.08277375002520296,0.2224466270552634,0.04271438103834131,-0.4589001956013201,-0.23072337818959834,-0.5815874790657343,0.011891468964466991,0.2571989719289069,0.11391410794338333,0.919761653528216,-0.11322344487484601,0.14529309863869447,0.6063929473364725,-0.36696053460289607,0.6539619275575305,0.07359163514100563,0.03246619351089676,-0.29158411343857654,0.29370087611867995,-0.28774938759036933,0.07744077157814522,-0.04569599617368672,0.22909173439127897,0.03799305579312237,-0.19875745076368456,-0.1597581406678431,0.03388157971600722,0.3584713424024179,0.0728621697917277,-0.2692457770647064,-0.03886475769913462,-0.40770547702210275,0.270784812374855,"cluster_2"
"F",-3.9186513287294122,-0.2086353620819996,-0.5890984913337709,-0.744197683147327,0.8308620581757729,0.32724970966347494,0.3297266175037863,-0.21252547620870363,-0.2880579969415202,0.39719020028381063,-0.5335037402053572,0.07640590802729744,0.010153448171165999,-0.7140779330803579,0.34467393023660875,-0.05333433205095973,-1.0408407473849108,0.12694996302311592,0.49787939980186796,-0.37106861954644227,0.24562851456836213,-0.44568455849779653,-0.7678231165335302,0.22712272714945214,0.09661093192610355,0.18782684923277354,-0.8791960194570854,0.06770894292082948,0.45818316418219224,1.2107923017240458,-0.519169906851484,0.10631780901039449,-1.0109319097977296,0.011251588606135229,0.22786509722338538,0.3527747161396361,-0.23210447775523654,-0.44444010075336443,-0.02535544337090247,0.43174777583799373,-0.4884906608473164,0.711466529146483,0.10588349516754075,0.27590682290267365,-0.43406926680659497,0.2382412453381507,-0.32518823623405047,0.29141392031827157,0.06141056960984042,-0.12919062817560947,0.06825549490330418,-0.0552635975722501,-0.06707715305687127,-0.12123321206663654,-0.3408505575708873,-0.5565987202522009,-0.1119779894079909,-0.49219698081826047,-0.14811836035915402,0.15978493896139828,-0.007463271562555884,-0.08120780156860324,0.02535823986227318,-0.28674333518846523,0.26965291931283947,-0.5216676425527654,0.6853189424197588,0.21849308749386506,-0.5385967648863177,0.3906367909433988,-0.3805825218305278,0.20095858049012177,0.14516351512150982,-0.49562424384367076,0.3100416554871014,-0.13962108326999276,0.267205914440109,-0.3823136393158636,0.49089115990621274,0.2733968966029089,-0.11477441006688359,9.524855483361155E-4,-0.08728742984469667,0.43501794971684543,0.2685486735888274,"cluster_1"
"T",3.650006475381802,-1.204235516796573,-2.339638815165416,-0.3965132713970765,0.6394211732646433,-0.25661533377451234,1.139982823078062,-0.34732968039643297,-0.41534712465791657,-1.2038002379234947,-0.5349173658892428,-1.155920693277019,-0.2684905700150873,0.1577402621105155,0.05747931335693881,0.818623842892941,1.0874813840247277,-0.644302569523182,-0.3333773447311606,0.1466170262817798,-0.32681778431917374,-1.6977129269667246,-0.11347567147205088,-0.8931028332655517,0.3813831164109736,0.25757128097594517,0.3429016976975255,1.8799008829528148,-0.15253016409851974,0.18972539107003222,0.4211813583828941,0.5263699006804734,0.4984872311918932,0.10677010214412304,0.8371975394857543,0.4209861930764164,0.6961406538987116,-0.6482951104250255,-0.2589467483362833,-0.060041808280362784,-0.5891513414291505,0.14334410334786854,-0.4793610482870379,0.2662570231372425,-0.151637336496436,-0.3076385060981918,0.4076084146633719,0.2837407087381998,0.18317233015437673,-0.6789424634670412,-0.31863021685902115,0.22117102248888593,0.1460237090401303,0.13371998609487235,-0.5912498050473096,-0.32498228987274336,0.1589159749473121,-0.24474665747233484,-0.5160612980396074,-0.029253312854687203,0.7096934930954245,0.23426448301767863,-0.015598831366248062,0.15107180746228008,0.1826537347545147,-0.17560870520314215,0.1840823329512393,-0.10895980352914719,0.26106270676216,0.3464256776846039,0.11884131233386032,0.1990117928584716,-0.27240684756216077,-0.014158243412190949,-0.1602854073197621,-0.037623363713402636,-0.0290085788568083,0.2666405719711761,-0.04668600290730909,-0.0418449707665532,-0.09790003987865908,-0.3864160994588365,0.15182675849001603,-0.06616220267644035,-0.034511774053214754,"cluster_2"
"F",-4.515945017373071,-1.0156618283377938,-0.0853528558873916,-0.9558433980017039,0.6429143087753776,0.5551272784647163,0.13032047312558767,0.2056397240133559,0.8381585051069019,-0.11459800871909726,0.37032984862812346,-0.8860467829176681,-0.07957936831461888,0.4600473424022548,-0.02092882088375718,0.7882213373669786,-0.05284532635575342,0.3890909448619874,-1.0729841209340907,0.022173893509550555,-0.3495529523007289,0.24870770230205688,-1.1188043127235519,-0.47786027674889525,-0.600430633819252,-0.09734224609244355,0.47291030003421747,-0.07116970208555119,0.021389476248247934,0.1559065790596379,0.2884800352349882,-0.010737247767056927,8.625156842726844E-4,-0.14587470897998178,-0.6875804554894501,0.2708612928272517,-0.028235935416293316,-0.2606684820291939,0.6475677144287891,-0.6552216646598512,-0.16583989747548927,-0.4821820986090563,-0.19590498900479617,-0.39192294158699703,0.13321872475682017,0.5127594217496791,0.13506426190810478,0.07727166108726154,-0.06664223331637167,-0.43784338460973543,-0.3324308550452001,0.049610521903780985,0.6938753008272476,0.18707632016069778,-0.1589506495681056,-0.24222691022783466,-0.1147932238356611,0.5985632206323477,0.41679694162758113,-0.10134361169822782,-0.2027300994208108,0.1136922686552102,-0.414971820476168,-0.007457009608584193,0.67638979624115,-0.11494120860216248,-0.1476018384129031,0.5855856901206725,0.1844831770043997,0.7663524362327622,-0.0028965938342253032,-0.23471779824328767,-0.0889463142153672,-0.213935427867726,-0.35123357047442494,-0.06174609835947445,-0.3152850693682208,-0.247103887834905,-0.07947750961603624,-0.5807223753071484,0.29932083470438736,0.3394590485223971,-0.10946950076574097,-0.20690142727476113,0.2923813812427938,"cluster_1"
"T",1.4270264224817157,-1.0878530183388353,-0.20402991215957259,-0.8632706399689474,1.7235100815607685,-0.7810186770578147,0.12867648213354865,-0.36758906400617797,-0.04839746502704939,1.7452561331599576,-0.07178956102928921,0.8369658885924328,0.22274555400795895,0.7900659639913903,-0.7525151797694167,-0.38160627017774196,-0.9334846851525057,0.4662497884179339,-0.9719337311372235,0.008699102940078501,0.5988766874959232,0.5458649156286699,-0.14432570823938362,0.5407710578587736,-0.21044966500132564,0.23589987545244262,0.28135043836760265,0.35126615386737325,-0.7791427003167918,-0.21342423794381077,-0.21005734753373181,0.7921847911143127,-0.7372631239079158,0.1908501534608077,0.22481313514340712,0.05589793645510788,-0.337209011049513,0.8169170229744466,0.052140606684460494,-0.48090491045682865,0.199544267825379,0.34008284749464895,0.40401069092307085,-0.2946320947106189,-0.13681028868562567,0.1318284176437195,0.35450385736599216,0.20463496643778628,-0.13766092433770355,0.5686101069703193,-0.6849374767986556,0.14682944862976713,-0.36023774431908284,0.010940352287389854,-0.9939366615827675,0.004864930217678424,0.3725577238661562,0.20730635619403603,-0.028808475716834214,0.12273325798545119,0.47725295112392174,-0.2560075154029865,-0.038764732643950015,0.2717365015329754,0.09296198623363323,0.27125701703771155,0.46196112927864647,0.4892197035837178,0.43638210531099797,-0.2917997061310758,0.5044955745535399,0.49648998475866846,0.2824828382293074,0.47949167073805465,0.2813501110700579,0.28375498853913567,-0.1531892499471696,-0.24779190748741703,-0.12768017201180412,-0.27550418466233145,-0.07702378432837327,-0.16433725148236797,-0.04472290276689949,0.23120986614070294,0.13706821675492364,"cluster_2"
"T",-1.0787121842791174,1.0612605815904081,-0.8045303673153729,0.15362185184407987,0.17569011942829404,-0.7923407165067186,-1.4983890578014993,-0.9356672174897126,-1.3069302149328013,-0.9592238760095831,-0.6784578894665719,-0.06758742891553755,-1.3004099742900883,-0.11896520366780242,-0.9122428448933306,-0.9925553463880559,-0.12115013841817465,-0.8183864553643386,1.1797317507847778,1.3068440746880035,-0.16491042418568733,0.1413508247622732,0.23503749241078858,-0.7135964102960048,-1.2924193859604232,-0.22086347752790003,-0.6355880785077261,-0.35172428634748487,-1.0366667471125903,-0.9068722886787481,-0.4365183489896456,0.014805001876670333,0.3746933866778357,1.6036966619034578,0.12642294477268395,-0.5542891820727845,-0.29405282590544274,0.42807230309711725,1.1387603635810764,0.2887521297344702,-0.008361396909020262,-0.3916527214647251,-0.4986332297393795,-0.13805458227016695,-0.08533577057591095,0.5735732426664405,-0.030243058090612687,-0.6741907665794449,0.269227081982915,-0.20374718493158206,-0.1984414734543926,-0.2659426154808377,0.09972525277298627,-0.5912329578421726,-0.029496162369336693,0.25019493401637466,0.45382371094123536,-0.1738767879495015,-0.24725665733187416,0.1200087993206703,0.13720299101538797,-0.09491659123868804,-0.017480650393709524,0.2167752739558231,0.36711942796347397,-0.03216863364981974,0.09188069422202358,-0.39410001295660574,-0.3323348762073138,0.28563861516709266,0.08569735547641025,0.11723921637278427,0.02756625727424978,-0.08114912570338252,-0.1412430260638624,-0.12385051355657872,0.0677296590117636,-0.34543364586774816,-0.09299294123472948,-0.14052721906598317,-0.05581268179990444,-0.17221583169250845,0.18170137617591908,0.04824993326117369,0.03441304975733995,"cluster_0"
"T",2.115839913494435,-1.4612987671906443,1.781429517487062,1.9300706053554877,2.0596354572383215,0.4134234391721429,1.3546619581777821,-0.0758097931909939,0.032173606953598013,-1.2126920770712077,-0.07700315890805326,-0.1628116077595617,0.5583596423682101,-0.7118931019842245,1.4005151619757434,-0.5078581356659043,-0.8684589782596552,-0.2906570008122262,0.12545706614612528,0.2241768744098575,-1.1305585521900974,0.4814245876463683,0.86984968041616,-0.3007651513195053,0.40607945762239406,-0.7952551581168789,0.5438479486864124,0.8089435542113429,0.5322003866218806,0.40079935656240584,-0.193138553490657,0.563810488698812,-1.3153184912431888,0.16581037752627836,-0.5078380735553155,-0.8133393682403466,0.6598142580734694,0.3530691690848343,1.534627645624977,-0.2497667561711064,0.08163000059676717,-0.4450501990768443,-0.31018755545614213,-0.835792273942104,-0.3779874815371497,-0.36715883172056357,-0.6674736987491198,-0.08222774028919876,-0.21456025578132798,0.6045008307701585,0.13411878096995203,0.2873751222657986,0.3948362342621696,0.11334490562761657,-0.05069994701160297,-0.27694837647927745,-0.19498083825315798,-0.2632114309015973,0.09915452351980077,-0.29966419667186234,0.35213535824170183,-0.08697608836555491,0.13509597236423407,0.18192211194349062,-0.3736946045548637,0.026083809272707106,0.3888359978845462,-0.10322023204243849,-0.0139510242835547,-0.07787857511672977,-0.11200273516766143,-0.24277745467620973,0.09631610624714003,0.025790634315148588,-0.3183904767570353,-0.029387139083003166,-0.09754123030956713,0.022219468503478543,0.051537097140077454,0.1411185270046756,0.04286885162027006,0.10330381691015332,-0.009954510706791113,-0.11528758773859582,0.010159921277392625,"cluster_2"
"F",4.8091349931842355,-1.7942690778054111,-1.4115902123109223,-0.20166874258996412,1.7275932016682043,0.24424928567058923,0.631457920795822,0.2694521942346341,-0.2622761361298413,-0.9521766863063418,1.7278133339752342,-0.16126379826445772,-0.6178515611167432,-1.7728331911020105,-0.1512220789341566,0.41541031497096703,0.43261040833524383,0.3076928620048925,-0.09098083706308802,0.3854531618413055,0.6139258513270974,0.7598706793619211,-0.6579661735791059,0.7577195115101824,-0.12090423631146832,0.24403709789765546,0.007693916123623939,0.24494461111396382,-0.7932215048965519,0.41385135397197004,-0.8446742604734295,0.3280188090717768,0.05470605770156389,0.07075850121411766,-0.18541753664827443,0.21845123586524337,-0.5620467208718014,-0.05114594677226228,-0.2506169903267165,-0.2416893219300306,-0.12861092250818582,0.10255597036078778,0.05832682648242052,0.07213165072640494,-0.5592549699675741,-0.33679501365608605,0.22939606211952854,-0.25579990732676994,0.7154019601499393,-0.18721575062707677,-0.031631762564414544,0.25589726046139943,-0.10229294972171726,-0.45636083353850637,0.05045458200931138,-0.4005926530375452,0.293011061708184,0.4478461610475476,0.2019602265006041,-0.10927000711598275,-0.3840891502987417,-0.3034151662384027,-0.3221833352328224,-0.34911731496317766,-0.03565507414840474,0.3627885676929143,-0.2086013278545826,0.14848186826955412,-0.6788853388921722,-0.10813593176425995,-0.018856340404680157,-0.7585507892297388,-0.0692337665153892,-0.26574552418216374,0.07710059173508271,0.43239925480165187,-0.10233043304227143,0.043563522621203284,-0.4074393332939981,0.28181703766756006,-0.27760101340111654,-0.07398887055238064,0.059690691803098606,-0.09752245227754186,0.21360467671218236,"cluster_2"
